INCOME,UPI_TRANSACTIONS,UPI_AVG_AMOUNT,UTILITY_BILLS_PAID,UTILITY_REGULARITY,MOBILE_RECHARGE_FREQ,RENT_PAYMENT,SAVINGS_BALANCE,LOAN_REPAYMENT_HISTORY,DIGITAL_FOOTPRINT,SOCIAL_MEDIA_ACTIVITY,EDUCATION_LEVEL,EMPLOYMENT_STABILITY,FAMILY_SIZE,AGE,GENDER,LOCATION_TYPE,DEVICE_TYPE,APP_USAGE_HOURS,BANK_ACCOUNT_AGE,NUM_FINANCIAL_PRODUCTS,INSURANCE_STATUS,REMITTANCE_FREQUENCY,GOVT_SUBSIDY_RECIPIENT,E_COMMERCE_ACTIVITY,PEER_LENDING_SCORE,ROLE,CREDIT_WORTHY
11941,5,117,4,0.75,2,2701,3271,0.18,19,9,1,0.69,4,50,F,semi-urban,basic,0.6,2.5,0,1,0,1,2,0.23,Domestic Worker,0
31678,33,541,3,0.63,5,6316,20844,0.56,47,20,3,0.24,3,29,M,urban,smartphone,6.5,4.8,1,0,2,0,36,0.31,Gig Worker,1
15432,17,632,4,0.35,5,1552,13539,0.15,23,14,1,0.18,6,48,M,urban,basic,1.4,0.4,0,0,5,0,7,0.13,Migrant Worker,0
9865,11,418,5,0.89,2,4793,841,0.52,21,10,0,0.81,3,44,F,urban,smartphone,1.5,3.3,0,0,0,1,3,0.35,Domestic Worker,0
19562,100,256,3,0.46,4,4974,18939,0.62,16,24,2,0.55,5,22,F,urban,basic,1.3,2.8,0,0,1,0,11,0.05,Street Vendor,1
15201,89,231,4,0.76,2,5675,9349,0.1,41,0,1,0.24,6,34,M,urban,smartphone,2.3,4.7,1,0,0,0,14,0.42,Street Vendor,0
18718,153,992,5,0.88,3,6841,22157,0.84,45,23,1,0.86,5,54,F,semi-urban,smartphone,3.5,7.8,2,0,1,1,24,0.53,Kirana Store Owner,1
14664,86,595,3,0.58,4,8910,9542,0.5,39,36,2,0.3,1,26,F,semi-urban,smartphone,5.9,3.1,1,1,1,0,21,0.31,Gig Worker,1
10135,6,363,4,0.37,9,2478,3886,0.28,13,7,1,0.22,5,41,F,urban,smartphone,1.1,0.5,0,0,9,1,1,0.02,Migrant Worker,0
13457,8,1646,2,0.67,1,1434,23498,0.13,3,12,1,0.57,6,52,M,rural,basic,1.4,8.5,0,1,0,1,0,0.32,Rural Farmer,0
10598,52,70,4,0.47,4,5929,8132,0.2,14,11,1,0.27,6,22,F,urban,basic,0.9,3.3,1,0,1,0,4,0.38,Street Vendor,0
23244,13,1811,3,0.57,2,1787,35926,0.1,7,8,1,0.69,6,59,M,semi-urban,basic,1.2,7.9,1,1,0,1,3,0.49,Rural Farmer,1
5903,2,42,0,0.02,1,1000,915,0.0,0,2,1,0.07,3,28,F,semi-urban,basic,0.3,0.3,0,0,0,0,0,0.04,Migrant Worker,0
16792,68,238,5,0.81,2,4362,44756,0.51,51,22,2,0.87,5,38,M,semi-urban,smartphone,1.4,14.8,2,0,1,0,18,0.37,Kirana Store Owner,1
643,1,36,1,0.09,0,0,957,0.0,0,1,0,0.09,4,30,M,rural,basic,0.1,0.4,0,0,0,0,0,0.02,Kirana Store Owner,0
63905,60,1699,5,0.67,3,11469,55472,0.71,58,75,2,0.63,3,30,F,urban,smartphone,7.4,2.9,3,1,0,0,45,0.62,Freelancer,1
4759,58,206,1,0.59,2,7156,668,0.1,61,59,2,0.1,1,24,F,urban,smartphone,3.1,2.2,0,0,0,1,40,0.11,College Student,0
50463,47,277,4,0.71,1,15938,98262,0.89,70,65,3,0.39,2,35,F,semi-urban,smartphone,7.6,4.4,3,0,0,0,50,0.66,Freelancer,1
10253,21,427,4,0.88,2,1520,6877,0.46,11,5,1,0.82,4,36,M,urban,basic,0.5,3.0,0,0,1,1,3,0.3,Domestic Worker,0
50189,44,1247,4,0.79,1,9665,37796,0.82,48,42,3,0.35,2,35,F,semi-urban,smartphone,4.5,7.8,3,1,1,0,47,0.32,Freelancer,1
42477,43,717,5,0.61,3,14054,37919,0.34,43,33,3,0.49,1,23,F,semi-urban,smartphone,5.9,3.4,1,1,0,0,43,0.62,Freelancer,1
13849,10,1161,4,0.55,3,864,26583,0.43,9,11,1,0.6,5,49,F,rural,basic,1.5,7.8,1,1,0,1,2,0.23,Rural Farmer,0
23092,114,285,5,0.71,3,3221,25676,0.47,29,13,2,0.43,3,45,M,urban,basic,0.9,1.8,1,0,1,0,8,0.25,Street Vendor,1
15745,74,244,4,0.7,3,5055,22986,0.36,45,54,1,0.48,1,28,M,urban,smartphone,7.8,3.0,1,0,0,0,35,0.44,Gig Worker,1
8201,19,925,4,0.31,1,1175,31918,0.52,11,13,1,0.4,5,35,F,rural,basic,1.9,8.4,0,1,1,1,1,0.28,Rural Farmer,0
11229,9,312,5,0.82,1,4011,4293,0.31,12,14,0,0.77,3,30,M,urban,smartphone,0.9,5.7,0,0,0,1,4,0.22,Domestic Worker,0
28463,73,487,3,0.67,5,8039,26271,0.18,60,28,1,0.48,1,24,M,urban,smartphone,7.8,4.5,0,0,1,0,23,0.26,Gig Worker,1
24135,60,220,4,0.41,7,5777,26713,0.65,44,19,1,0.4,5,34,F,urban,basic,2.5,4.1,1,0,2,0,3,0.14,Street Vendor,1
22461,67,1741,4,0.68,3,9426,94445,0.81,54,35,2,0.4,3,38,M,urban,smartphone,6.9,2.6,2,1,1,0,24,0.56,Freelancer,1
20379,95,223,3,0.57,5,3443,15369,0.17,13,27,2,0.53,6,44,M,semi-urban,smartphone,1.9,4.4,1,0,2,0,10,0.42,Street Vendor,1
14605,10,859,3,0.5,1,910,8742,0.39,16,12,1,0.52,5,57,M,rural,smartphone,0.8,5.5,0,0,0,1,2,0.2,Rural Farmer,0
8240,40,202,3,0.44,3,5117,79,0.1,70,40,2,0.19,1,23,M,semi-urban,smartphone,7.0,0.2,0,0,0,0,17,0.17,College Student,0
14350,5,476,4,0.48,5,3488,804,0.41,8,23,0,0.45,5,34,F,semi-urban,smartphone,2.4,0.8,0,0,10,1,2,0.24,Migrant Worker,0
23622,69,574,5,0.94,1,10779,14427,0.68,32,22,1,0.69,4,36,M,semi-urban,smartphone,1.2,12.3,1,1,0,0,23,0.56,Kirana Store Owner,1
1367,1,17,1,0.0,0,0,859,0.0,2,1,0,0.01,7,54,F,rural,basic,0.0,0.5,0,0,0,0,0,0.01,College Student,0
469,2,18,1,0.06,0,0,670,0.0,3,0,0,0.02,4,32,F,rural,basic,0.0,0.2,0,0,0,1,0,0.0,College Student,0
11024,61,169,3,0.44,2,9721,21741,0.52,57,52,1,0.21,2,22,M,urban,smartphone,5.8,3.2,0,0,1,0,38,0.11,Gig Worker,1
47818,116,122,5,0.89,2,8451,34635,0.5,45,18,1,0.69,3,48,M,semi-urban,smartphone,3.6,4.5,1,1,1,0,5,0.32,Kirana Store Owner,1
17985,6,349,3,0.46,4,3248,6228,0.34,18,9,1,0.28,5,20,F,rural,smartphone,2.4,2.1,0,0,10,0,8,0.16,Migrant Worker,0
7820,18,432,4,0.43,8,2370,5206,0.09,26,7,0,0.21,6,43,F,semi-urban,smartphone,1.4,2.4,0,0,7,1,0,0.13,Migrant Worker,0
27728,32,470,3,0.76,5,7903,2589,0.14,46,23,3,0.47,3,25,F,semi-urban,smartphone,7.0,1.3,1,0,1,0,17,0.32,Gig Worker,0
17137,9,1415,3,0.38,2,1112,20573,0.39,7,0,0,0.44,4,31,F,rural,smartphone,0.4,7.8,0,0,1,1,3,0.13,Rural Farmer,0
47629,173,164,5,0.7,2,9886,56616,0.63,39,8,1,0.76,4,51,M,urban,smartphone,3.9,8.7,1,1,0,0,25,0.63,Kirana Store Owner,1
14635,8,1753,3,0.57,2,753,14066,0.48,14,10,0,0.39,5,39,M,rural,basic,0.4,4.2,1,1,1,1,4,0.14,Rural Farmer,0
21422,17,1323,3,0.54,1,28,20735,0.51,4,9,1,0.7,4,35,M,rural,smartphone,1.8,4.3,0,1,1,1,4,0.44,Rural Farmer,0
20508,93,151,3,0.75,2,3079,28419,0.14,51,58,1,0.46,1,24,F,urban,smartphone,5.7,2.8,0,1,0,0,32,0.24,Gig Worker,1
9859,53,92,1,0.68,2,3107,9599,0.28,65,67,2,0.11,1,23,F,urban,smartphone,9.3,0.3,0,0,0,0,34,0.16,College Student,0
24390,158,605,5,0.96,1,4135,51356,0.83,41,11,2,0.78,3,45,F,semi-urban,smartphone,2.6,14.6,1,1,0,0,6,0.34,Kirana Store Owner,1
18822,21,701,2,0.52,8,1039,3256,0.04,17,20,0,0.48,6,20,M,rural,smartphone,0.9,0.9,0,0,11,0,5,0.05,Migrant Worker,0
38068,60,482,5,0.76,1,11287,44251,0.25,48,73,3,0.46,1,31,M,semi-urban,smartphone,3.9,8.5,1,1,0,0,41,0.44,Freelancer,1
21042,78,154,4,0.65,6,2955,12655,0.61,14,10,1,0.59,4,29,M,urban,basic,3.0,2.1,0,1,0,1,14,0.39,Street Vendor,1
16601,12,602,4,0.41,5,3405,1425,0.15,15,22,0,0.49,6,36,M,rural,smartphone,2.0,1.2,0,0,5,0,9,0.07,Migrant Worker,0
9582,11,157,2,0.52,4,2554,4079,0.29,10,10,1,0.27,5,38,F,rural,basic,1.1,0.9,0,0,5,0,4,0.17,Migrant Worker,0
14927,79,286,4,0.58,4,4323,26510,0.42,66,46,3,0.45,1,26,M,urban,smartphone,3.4,2.6,0,1,2,0,22,0.19,Gig Worker,1
28633,52,190,5,0.8,3,3019,26874,0.35,45,8,1,0.69,5,33,F,semi-urban,smartphone,3.7,8.8,1,0,1,1,13,0.46,Kirana Store Owner,1
5115,21,433,5,0.89,1,4136,19957,0.18,20,9,1,0.51,5,46,M,semi-urban,basic,1.1,2.2,0,0,0,1,2,0.25,Domestic Worker,0
58,0,25,0,0.05,0,500,357,0.0,1,2,0,0.08,7,26,M,rural,smartphone,0.2,0.4,0,0,0,0,0,0.03,Street Vendor,0
5218,32,55,1,0.59,3,7657,9955,0.1,82,44,3,0.09,1,22,F,urban,smartphone,4.6,1.5,0,0,0,1,38,0.25,College Student,0
11394,87,287,5,0.42,6,3218,15912,0.43,13,20,1,0.27,3,38,M,semi-urban,basic,1.5,0.9,1,0,1,0,8,0.02,Street Vendor,0
23785,15,280,4,0.56,1,953,2073,0.54,16,4,0,0.44,5,52,M,rural,basic,2.0,4.6,1,0,1,1,3,0.48,Rural Farmer,0
19612,14,1372,2,0.59,1,826,33636,0.41,10,3,1,0.58,4,31,M,semi-urban,smartphone,1.5,6.1,1,0,0,1,1,0.16,Rural Farmer,0
21965,105,286,3,0.5,7,4108,11783,0.0,43,8,1,0.26,6,29,M,semi-urban,smartphone,2.9,0.8,0,0,2,0,9,0.2,Street Vendor,0
10831,27,101,5,0.81,2,4279,14580,0.23,6,8,1,0.67,4,46,M,urban,smartphone,1.1,0.4,0,0,1,1,0,0.13,Domestic Worker,0
18840,14,776,2,0.35,8,2640,587,0.15,27,16,0,0.47,7,41,F,urban,basic,1.2,1.1,0,0,4,1,7,0.18,Migrant Worker,0
23552,86,290,3,0.65,4,2341,11509,0.01,49,15,0,0.47,4,35,M,semi-urban,smartphone,2.7,1.0,0,0,1,1,0,0.39,Street Vendor,0
41676,81,506,5,0.86,2,11565,59952,0.82,32,26,1,0.75,3,46,F,semi-urban,smartphone,1.1,11.1,1,1,1,0,19,0.5,Kirana Store Owner,1
5044,37,216,2,0.33,5,7071,11160,0.22,73,74,2,0.24,1,23,F,urban,smartphone,4.5,1.2,0,1,0,0,24,0.07,College Student,0
16325,24,324,4,0.83,2,3111,15438,0.16,22,8,1,0.86,4,49,M,urban,basic,0.7,0.2,0,0,1,1,4,0.33,Domestic Worker,0
31566,71,195,4,0.79,4,8713,14412,0.42,69,35,3,0.47,3,33,F,semi-urban,smartphone,5.5,3.7,1,0,0,0,39,0.43,Gig Worker,1
18874,17,1418,3,0.69,3,1457,30863,0.26,19,12,0,0.59,5,35,F,rural,basic,0.9,1.2,1,0,0,1,4,0.46,Rural Farmer,0
434,1,23,1,0.04,1,0,952,0.0,4,2,0,0.01,4,59,F,semi-urban,smartphone,0.1,0.1,0,0,0,0,0,0.03,Street Vendor,0
4626,1,47,0,0.13,1,1000,898,0.0,3,1,0,0.07,4,30,F,rural,basic,0.2,0.1,0,0,0,0,0,0.04,Gig Worker,0
15472,140,384,5,0.94,1,8057,35400,0.83,32,7,1,0.77,4,41,M,urban,smartphone,1.2,4.5,2,1,1,0,6,0.32,Kirana Store Owner,1
34932,198,987,5,0.75,1,10187,68267,0.72,24,24,1,0.84,5,40,M,semi-urban,smartphone,2.3,6.0,2,1,0,1,9,0.65,Kirana Store Owner,1
20148,62,154,3,0.78,4,5031,20145,0.52,10,3,2,0.42,3,32,F,urban,smartphone,0.5,3.8,1,1,0,0,9,0.02,Street Vendor,1
29809,77,212,4,0.5,5,8387,8306,0.63,49,33,2,0.37,1,31,M,semi-urban,smartphone,5.5,2.8,1,0,2,0,27,0.37,Gig Worker,1
7394,21,452,5,0.65,2,4884,17932,0.26,13,14,0,0.75,5,34,F,urban,basic,0.8,1.3,0,0,0,0,4,0.08,Domestic Worker,0
3925,52,114,1,0.48,2,6544,4370,0.15,60,42,3,0.16,1,22,F,semi-urban,smartphone,5.9,0.0,0,1,0,0,23,0.18,College Student,0
49949,175,933,5,0.8,1,5253,11737,0.8,46,27,2,0.79,5,44,F,urban,smartphone,3.9,5.5,1,0,1,0,17,0.36,Kirana Store Owner,1
501,0,37,0,0.07,0,0,484,0.0,3,1,0,0.07,7,49,F,rural,smartphone,0.2,0.2,0,0,0,0,0,0.02,Freelancer,0
28189,89,200,4,0.78,2,9135,14645,0.3,36,38,1,0.37,3,32,F,urban,smartphone,5.8,2.2,0,0,2,0,28,0.52,Gig Worker,1
3340,2,6,1,0.09,1,0,116,0.0,3,1,0,0.12,3,49,F,rural,basic,0.2,0.5,0,0,0,1,0,0.01,Rural Farmer,0
30065,74,1630,5,0.53,2,11927,35267,0.78,60,30,2,0.44,1,34,M,urban,smartphone,4.9,4.9,3,0,1,0,49,0.38,Freelancer,1
32025,87,270,5,0.74,4,3449,16769,0.66,55,43,2,0.48,1,27,M,urban,smartphone,7.0,3.2,0,0,2,0,34,0.25,Gig Worker,1
15731,4,1773,2,0.44,1,715,30571,0.33,7,9,1,0.5,4,38,M,rural,basic,0.3,5.4,1,1,1,1,1,0.37,Rural Farmer,0
29663,94,502,4,0.74,3,9217,10751,0.61,63,38,3,0.43,2,24,M,urban,smartphone,7.8,0.9,1,0,2,0,25,0.43,Gig Worker,1
17687,151,989,5,0.77,1,9609,38959,0.35,40,10,1,0.87,5,38,F,urban,smartphone,2.2,7.4,2,1,0,1,25,0.41,Kirana Store Owner,1
3699,1,14,1,0.14,1,500,339,0.0,4,0,1,0.07,5,50,M,semi-urban,basic,0.2,0.4,0,0,0,1,0,0.04,Street Vendor,0
8945,59,271,2,0.62,3,4508,8138,0.17,74,67,2,0.28,1,21,M,urban,smartphone,5.9,2.0,0,0,0,0,18,0.18,College Student,0
1645,2,20,1,0.03,0,0,651,0.0,1,2,1,0.07,3,26,M,rural,smartphone,0.2,0.4,0,0,0,1,0,0.03,Street Vendor,0
14235,7,172,3,0.34,8,3339,5469,0.42,7,5,1,0.47,5,36,F,semi-urban,smartphone,1.6,2.6,0,0,11,0,0,0.16,Migrant Worker,0
8187,7,600,3,0.35,3,1760,5120,0.29,21,10,0,0.12,7,37,M,semi-urban,basic,2.1,1.3,0,0,6,0,1,0.08,Migrant Worker,0
1380,0,1,0,0.09,0,1000,192,0.0,4,0,0,0.06,3,28,M,semi-urban,basic,0.1,0.2,0,0,0,1,0,0.04,Rural Farmer,0
12975,17,795,2,0.53,8,2715,10298,0.03,15,7,0,0.35,4,30,F,rural,smartphone,1.9,1.8,0,0,8,0,6,0.06,Migrant Worker,0
2564,0,28,1,0.03,1,0,278,0.0,0,0,0,0.0,7,19,M,semi-urban,smartphone,0.1,0.3,0,0,0,0,0,0.04,Freelancer,0
10265,19,259,5,0.83,1,3559,12061,0.06,16,5,1,0.76,4,32,M,urban,basic,0.6,3.6,0,0,0,1,4,0.1,Domestic Worker,0
20937,117,284,5,0.54,2,3203,16696,0.44,38,2,1,0.57,4,23,F,semi-urban,basic,2.7,4.9,1,1,1,0,5,0.03,Street Vendor,1
1228,1,16,0,0.02,1,0,207,0.0,1,0,1,0.07,6,41,F,rural,basic,0.1,0.5,0,0,0,0,0,0.02,Gig Worker,0
47601,187,729,5,0.97,1,6087,33676,0.7,46,7,2,0.89,4,51,M,urban,smartphone,3.9,8.4,2,1,1,0,19,0.35,Kirana Store Owner,1
49263,118,180,5,0.91,3,10705,45130,0.38,23,7,2,0.79,3,40,F,semi-urban,smartphone,1.3,10.1,1,1,1,0,20,0.39,Kirana Store Owner,1
24749,99,59,3,0.56,2,2301,11925,0.58,37,16,2,0.43,6,40,M,urban,basic,2.4,1.9,0,0,0,1,4,0.1,Street Vendor,1
31783,72,283,5,0.56,3,5614,29969,0.24,45,53,2,0.28,3,30,M,urban,smartphone,3.2,4.4,1,0,2,0,14,0.37,Gig Worker,1
49552,48,1211,5,0.66,1,11265,8102,0.31,45,60,3,0.56,1,34,M,semi-urban,smartphone,4.4,8.5,3,0,0,0,22,0.26,Freelancer,1
46566,132,332,5,0.96,3,10037,41244,0.43,27,7,1,0.78,3,28,F,semi-urban,smartphone,3.0,9.7,1,1,0,0,15,0.49,Kirana Store Owner,1
15619,23,134,2,0.7,9,1768,10346,0.36,10,7,0,0.21,4,32,M,semi-urban,basic,2.0,0.9,0,0,8,1,0,0.12,Migrant Worker,0
7706,42,61,1,0.52,2,3087,9327,0.18,80,62,3,0.28,1,20,M,urban,smartphone,9.3,0.0,0,0,0,1,43,0.22,College Student,0
27282,89,421,5,0.57,3,4172,27279,0.17,45,34,3,0.22,1,22,F,urban,smartphone,4.8,1.6,0,0,1,0,34,0.28,Gig Worker,1
24727,4,1454,3,0.63,2,728,22276,0.25,8,9,0,0.61,7,41,M,semi-urban,basic,1.6,5.3,1,1,0,1,2,0.46,Rural Farmer,1
5920,1,32,0,0.04,1,0,288,0.0,1,2,0,0.01,7,30,M,semi-urban,basic,0.3,0.1,0,0,0,0,0,0.03,Gig Worker,0
36719,154,982,5,0.73,1,9808,54684,0.81,23,5,1,0.79,4,53,M,semi-urban,smartphone,3.2,8.6,2,0,1,1,29,0.57,Kirana Store Owner,1
33554,54,366,5,0.49,3,7857,16517,0.13,49,40,2,0.28,1,29,M,semi-urban,smartphone,7.7,1.6,0,0,0,0,39,0.57,Gig Worker,1
50570,59,1577,5,0.58,1,12841,99218,0.23,63,62,3,0.35,2,37,M,urban,smartphone,6.8,2.1,3,1,1,0,55,0.73,Freelancer,1
58709,26,1846,4,0.5,1,11516,97815,0.5,76,30,3,0.34,2,33,F,urban,smartphone,2.5,2.8,3,1,0,0,20,0.36,Freelancer,1
36936,54,1136,5,0.64,2,16275,74299,0.89,71,60,2,0.31,2,35,F,urban,smartphone,4.1,1.8,2,1,1,0,24,0.32,Freelancer,1
4066,21,215,3,0.37,2,7155,8654,0.09,76,56,3,0.29,1,20,F,semi-urban,smartphone,3.6,1.9,0,0,0,1,27,0.12,College Student,0
14871,27,310,5,0.6,1,3760,2428,0.22,5,11,1,0.51,3,25,F,urban,smartphone,0.6,0.6,0,0,0,0,2,0.34,Domestic Worker,0
9202,59,109,3,0.47,5,6945,6611,0.18,82,81,3,0.03,1,22,F,semi-urban,smartphone,3.9,2.0,0,1,0,1,18,0.13,College Student,0
13538,14,214,5,0.87,2,3721,16531,0.58,20,5,1,0.58,5,40,F,urban,basic,0.6,6.9,0,0,0,1,0,0.08,Domestic Worker,0
33504,67,122,3,0.62,3,6847,26978,0.49,65,24,2,0.32,3,25,F,semi-urban,smartphone,5.0,0.8,1,1,0,0,24,0.52,Gig Worker,1
11134,6,274,3,0.49,8,2677,13907,0.46,17,6,1,0.34,6,35,M,semi-urban,smartphone,0.5,1.2,0,0,8,0,4,0.26,Migrant Worker,0
64602,73,1268,4,0.72,2,10465,83200,0.34,54,73,2,0.4,2,36,F,semi-urban,smartphone,6.4,8.0,2,1,1,0,36,0.37,Freelancer,1
2141,0,10,0,0.01,1,1000,801,0.0,0,2,0,0.06,7,33,M,semi-urban,basic,0.2,0.4,0,0,0,1,0,0.03,Rural Farmer,0
15882,86,184,3,0.43,6,4738,11247,0.68,16,27,2,0.59,6,35,M,semi-urban,basic,1.5,4.7,1,0,0,0,11,0.24,Street Vendor,1
11095,6,589,2,0.63,8,2237,3756,0.13,9,15,0,0.29,5,23,M,semi-urban,basic,0.6,2.1,0,0,4,0,9,0.07,Migrant Worker,0
9777,5,272,4,0.65,2,3038,1829,0.58,7,9,0,0.72,3,43,M,semi-urban,smartphone,0.3,6.2,0,0,0,1,0,0.28,Domestic Worker,0
12501,5,436,4,0.64,2,2008,14106,0.52,19,10,1,0.77,3,33,F,semi-urban,basic,0.4,2.1,0,0,0,0,2,0.09,Domestic Worker,0
16149,140,983,5,0.72,3,11533,44941,0.73,39,22,1,0.68,4,29,M,urban,smartphone,3.2,4.9,1,1,1,0,21,0.6,Kirana Store Owner,1
7584,51,224,2,0.31,2,2417,329,0.2,76,66,3,0.11,1,20,M,urban,smartphone,4.3,0.7,0,1,0,0,42,0.05,College Student,0
19095,9,1240,4,0.5,1,1642,36392,0.66,9,1,0,0.51,6,51,F,semi-urban,basic,1.3,1.5,1,0,0,1,2,0.24,Rural Farmer,1
17996,25,230,5,0.67,2,4057,3435,0.47,7,12,0,0.79,4,31,F,semi-urban,basic,1.0,2.8,0,0,0,1,2,0.02,Domestic Worker,0
